,Question,subject_Chemistry,subject_Physics
284,"Derive the formula for the time of fall (te) for a proton in an electric field, given the initial velocity is zero and the distance fallen is d.",0.0,1.0
285,Why does a proton take more time to travel a certain distance in an electric field compared to an electron?,0.0,1.0
286,What is the main difference between the motion of a charged particle in an electric field and the free fall of an object under gravity?,0.0,1.0
287,"Calculate the time it takes for a proton to travel a distance of 1 cm in an electric field of strength 100 N/C, given that the charge of a proton is 1.6 Ã— 10^-19 C and its mass is 1.67 Ã— 10^-27 kg.",0.0,1.0
288,What is the electric force between two point charges of +10^-8 C and -10^-8 C placed 0.1 m apart?,0.0,1.0
289,"If the charges in the example are doubled, what will be the new electric force between them?",0.0,1.0
290,"If the charges in the example are placed 0.2 m apart instead of 0.1 m, what will be the electric force between them? How does this compare to the original force?",0.0,1.0
291,What is the magnitude of the electric field at point A due to the positive charge q1?,0.0,1.0
292,What is the total electric field at point A due to both charges q1 and q2?,0.0,1.0
293,"If a third charge q3 of the same magnitude as q1 but opposite sign is placed at the same distance from point A as q1, what would be the new total electric field at point A?",0.0,1.0
294,What is the direction of the electric field due to a positive charge?,0.0,1.0
295,Calculate the magnitude of the electric field at a distance of 0.1 m from a charge of 5 Ã— 10^-6 C.,0.0,1.0
296,"Two charges, q1 = 3 Ã— 10^-6 C and q2 = -1 Ã— 10^-6 C, are placed 0.2 m apart. What is the magnitude and direction of the electric field at the midpoint between the two charges?",0.0,1.0
297,What is the magnitude of the electric field at point C due to charge q1?,0.0,1.0
298,What is the angle between the electric field vectors at point C due to charges q1 and q2?,0.0,1.0
299,"Calculate the magnitude of the resultant electric field at point C due to charges q1 and q2, given that the magnitude of the electric field due to q2 is also 9 Ã— 10^3 N/C.",0.0,1.0
300,What is the direction of the electric field vector due to a positive point charge?,0.0,1.0
301,How does the length of the electric field vectors change as you move away from the point charge? Why?,0.0,1.0
302,"If you were to draw electric field vectors for a negative point charge, how would they differ from those of a positive point charge?",0.0,1.0
303,What do electric field lines represent?,0.0,1.0
304,How is the magnitude of the electric field indicated by the field lines?,0.0,1.0
305,Describe the electric field lines for a system consisting of two equal and opposite charges (an electric dipole).,0.0,1.0
306,What do the electric field lines represent?,0.0,1.0
307,How is the strength of the electric field indicated by the field lines?,0.0,1.0
308,"If you were to draw electric field lines around a positive point charge, how would the lines differ near the charge compared to far away from the charge?",0.0,1.0
309,What is the electric field of a point charge?,0.0,1.0
310,How do electric field lines behave around a positive and a negative point charge?,0.0,1.0
311,Explain why an infinite number of electric field lines can be drawn in any region around a point charge.,0.0,1.0
312,"If you double the distance from a point charge, by what factor does the density of electric field lines decrease?",0.0,1.0
313,Explain why electric field lines never cross or intersect.,0.0,1.0
314,"Consider two point charges, q1 and q2, separated by a distance r. Derive an expression for the ratio of the densities of electric field lines at distances r1 and r2 from q1, where r1 < r2.",0.0,1.0
315,What do electric field lines represent?,0.0,1.0
316,"Explain why the number of field lines crossing an enclosing area remains constant, regardless of the distance from the charge.",0.0,1.0
317,"If the electric field strength is proportional to the density of field lines, how does the field strength change as you move away from a point charge?",0.0,1.0
318,"If the electric field lines are closer together at point A than at point B, what can we infer about the electric field strength at these points?",0.0,1.0
319,Explain why electric field lines never intersect or cross each other.,0.0,1.0
320,Consider a positive point charge and a negative point charge separated by a certain distance. Sketch the electric field lines between and around these charges. Describe the behavior of the field lines and explain how the electric field strength varies along these lines.,0.0,1.0
321,What is the unit of measurement for a solid angle?,0.0,1.0
322,"If a small perpendicular plane area \( DS \) subtends a solid angle \( \Omega \) at a distance \( r \), what is the formula for \( \Omega \)?",0.0,1.0
323,"Calculate the solid angle subtended by a circular area of radius \( a \) at a distance \( r \) from the center of the circle, assuming \( a \ll r \).",0.0,1.0
324,"If the distance from a point charge is doubled, by what factor does the electric field strength change?",0.0,1.0
325,Explain why the electric field lines are closer together near the charge and spread out as the distance increases.,0.0,1.0
326,"Derive the relationship between the electric field strengths at two points, P1 and P2, at distances r1 and r2 from a point charge, respectively.",0.0,1.0
327,What is the relationship between the strength of an electric field and the distance from the source charge?,0.0,1.0
328,Explain why the term 'lines of force' can be misleading when describing magnetic fields.,0.0,1.0
329,Describe the pattern of electric field lines around a positive point charge and explain how this pattern changes as you move away from the charge.,0.0,1.0
330,What do electric field lines represent?,0.0,1.0
331,How is the electric field strength related to the number of field lines?,0.0,1.0
332,Derive the formula for the solid angle subtended by a cone at its vertex in terms of the area intercepted on a sphere of radius R.,0.0,1.0
333,What do electric field lines represent?,0.0,1.0
334,How is the strength of an electric field indicated by field lines?,0.0,1.0
335,Describe the electric field lines around a positively charged particle. What happens to these lines when a negatively charged particle is brought nearby?,0.0,1.0
336,What is the direction of electric field lines for a single negative charge?,0.0,1.0
337,Describe the electric field lines for a system consisting of two equal positive charges placed near each other.,0.0,1.0
338,"Explain why electric field lines do not intersect or cross each other, using the concept of superposition of electric fields.",0.0,1.0
339,What do electric field lines represent?,0.0,1.0
340,Why can't two electric field lines cross each other?,0.0,1.0
341,Explain why electric field lines do not form closed loops in electrostatic fields.,0.0,1.0
342,What is the formula for electric flux through a small area dS?,0.0,1.0
343,"If the electric field makes an angle of 60 degrees with the normal to a surface of area 2 mÂ² and has a magnitude of 5 N/C, what is the electric flux through the surface?",0.0,1.0
344,Explain why the electric flux through a closed surface is zero if there are no charges enclosed within the surface.,0.0,1.0
345,What is the formula for calculating electric flux through a surface?,0.0,1.0
346,"Explain why electric flux is considered analogous to the flow of a liquid, yet different.",0.0,1.0
347,"Calculate the electric flux through a surface of area A, if the electric field is uniform and makes an angle Î¸ with the normal to the surface.",0.0,1.0
348,What is the unit of measurement for the strength of an electric field?,0.0,1.0
349,"If the electric field strength at a point is 500 V/m, what force would be exerted on a charge of 2 Coulombs placed at that point?",0.0,1.0
350,Explain why the electric field lines are closer together near a point charge than they are farther away from the charge.,0.0,1.0
351,What is the electric flux through an area when the electric field is parallel to the area?,0.0,1.0
352,"If the electric field strength is 50 N/C and the area is 2 mÂ², what is the electric flux when the angle between the electric field and the normal to the area is 60 degrees?",0.0,1.0
353,Derive the expression for the electric flux when the electric field makes an angle Î¸ with the normal to the area.,0.0,1.0
354,What is the direction of the vector representing the area of a flat surface?,0.0,1.0
355,Explain why the orientation of an area element matters when considering the flow of water through a ring held in a stream.,0.0,1.0
356,"How would you mathematically represent the vector area of a surface with a magnitude of 5 square meters and a normal direction given by the unit vector (0, 0, 1)?",0.0,1.0
357,What is the direction of an area vector for a flat surface?,0.0,1.0
358,How can you represent the area of a curved surface using vectors?,0.0,1.0
359,Explain the ambiguity in the direction of an area vector and how it might be resolved.,0.0,1.0
360,What is the convention used to determine the direction of the vector area element (dS) on a closed surface?,0.0,1.0
361,Explain why the direction of the vector area element is important in the context of Gauss's Law.,0.0,1.0
362,Consider a closed surface with a varying electric field. How would you determine the net electric flux through this surface using the convention of the outward normal?,0.0,1.0
